TradeId,VehicleYear,VehicleMake,VehicleModel,ValuedPrice,AllowedPrice,PhotoURL
204607,2004,Ford,F-650,20000.00,20000.00,http://akimage.vinsolutions.com/trade/10000/1785.jpg?interpolation=progressive-bilinear&resize=640px:*
204607,2004,Ford,F-650,20000.00,20000.00,http://akimage.vinsolutions.com/trade/10000/1786.jpg?interpolation=progressive-bilinear&resize=640px:*
204607,2004,Ford,F-650,20000.00,20000.00,http://akimage.vinsolutions.com/trade/10000/1787.jpg?interpolation=progressive-bilinear&resize=640px:*
204607,2004,Ford,F-650,20000.00,20000.00,http://akimage.vinsolutions.com/trade/10000/1788.jpg?interpolation=progressive-bilinear&resize=640px:*
204607,2004,Ford,F-650,20000.00,20000.00,http://akimage.vinsolutions.com/trade/10000/1789.jpg?interpolation=progressive-bilinear&resize=640px:*
204607,2004,Ford,F-650,20000.00,20000.00,http://akimage.vinsolutions.com/trade/10000/1790.jpg?interpolation=progressive-bilinear&resize=640px:*
204607,2004,Ford,F-650,20000.00,20000.00,http://akimage.vinsolutions.com/trade/10000/1791.jpg?interpolation=progressive-bilinear&resize=640px:*
243159,2002,Chevrolet,Silverado 3500 Chassis,4000.00,4000.00,http://akimage.vinsolutions.com/trade/10000/1894.jpg?interpolation=progressive-bilinear&resize=640px:*
243159,2002,Chevrolet,Silverado 3500 Chassis,4000.00,4000.00,http://akimage.vinsolutions.com/trade/10000/1895.jpg?interpolation=progressive-bilinear&resize=640px:*
243159,2002,Chevrolet,Silverado 3500 Chassis,4000.00,4000.00,http://akimage.vinsolutions.com/trade/10000/1896.jpg?interpolation=progressive-bilinear&resize=640px:*
243159,2002,Chevrolet,Silverado 3500 Chassis,4000.00,4000.00,http://akimage.vinsolutions.com/trade/10000/1897.jpg?interpolation=progressive-bilinear&resize=640px:*
243159,2002,Chevrolet,Silverado 3500 Chassis,4000.00,4000.00,http://akimage.vinsolutions.com/trade/10000/1898.jpg?interpolation=progressive-bilinear&resize=640px:*
243159,2002,Chevrolet,Silverado 3500 Chassis,4000.00,4000.00,http://akimage.vinsolutions.com/trade/10000/1899.jpg?interpolation=progressive-bilinear&resize=640px:*
243159,2002,Chevrolet,Silverado 3500 Chassis,4000.00,4000.00,http://akimage.vinsolutions.com/trade/10000/1900.jpg?interpolation=progressive-bilinear&resize=640px:*
243159,2002,Chevrolet,Silverado 3500 Chassis,4000.00,4000.00,http://akimage.vinsolutions.com/trade/10000/1901.jpg?interpolation=progressive-bilinear&resize=640px:*
243159,2002,Chevrolet,Silverado 3500 Chassis,4000.00,4000.00,http://akimage.vinsolutions.com/trade/10000/1902.jpg?interpolation=progressive-bilinear&resize=640px:*
243159,2002,Chevrolet,Silverado 3500 Chassis,4000.00,4000.00,http://akimage.vinsolutions.com/trade/10000/1903.jpg?interpolation=progressive-bilinear&resize=640px:*
243159,2002,Chevrolet,Silverado 3500 Chassis,4000.00,4000.00,http://akimage.vinsolutions.com/trade/10000/1904.jpg?interpolation=progressive-bilinear&resize=640px:*
252564,2009,Chevrolet,Tahoe Hybrid,31000.00,31000.00,http://akimage.vinsolutions.com/trade/10000/1964.jpg?interpolation=progressive-bilinear&resize=640px:*
252564,2009,Chevrolet,Tahoe Hybrid,31000.00,31000.00,http://akimage.vinsolutions.com/trade/10000/1965.jpg?interpolation=progressive-bilinear&resize=640px:*
252564,2009,Chevrolet,Tahoe Hybrid,31000.00,31000.00,http://akimage.vinsolutions.com/trade/10000/1966.jpg?interpolation=progressive-bilinear&resize=640px:*
252564,2009,Chevrolet,Tahoe Hybrid,31000.00,31000.00,http://akimage.vinsolutions.com/trade/10000/1967.jpg?interpolation=progressive-bilinear&resize=640px:*
252564,2009,Chevrolet,Tahoe Hybrid,31000.00,31000.00,http://akimage.vinsolutions.com/trade/10000/1968.jpg?interpolation=progressive-bilinear&resize=640px:*
252564,2009,Chevrolet,Tahoe Hybrid,31000.00,31000.00,http://akimage.vinsolutions.com/trade/10000/1969.jpg?interpolation=progressive-bilinear&resize=640px:*
252564,2009,Chevrolet,Tahoe Hybrid,31000.00,31000.00,http://akimage.vinsolutions.com/trade/10000/1970.jpg?interpolation=progressive-bilinear&resize=640px:*
252564,2009,Chevrolet,Tahoe Hybrid,31000.00,31000.00,http://akimage.vinsolutions.com/trade/10000/1971.jpg?interpolation=progressive-bilinear&resize=640px:*
252564,2009,Chevrolet,Tahoe Hybrid,31000.00,31000.00,http://akimage.vinsolutions.com/trade/10000/1972.jpg?interpolation=progressive-bilinear&resize=640px:*
252564,2009,Chevrolet,Tahoe Hybrid,31000.00,31000.00,http://akimage.vinsolutions.com/trade/10000/1973.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2140.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2141.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2142.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2143.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2144.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2145.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2147.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2148.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2149.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2150.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2152.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2153.jpg?interpolation=progressive-bilinear&resize=640px:*
277862,2007,Ford,F-450 Chassis,25000.00,25000.00,http://akimage.vinsolutions.com/trade/10000/2154.jpg?interpolation=progressive-bilinear&resize=640px:*
396251,2004,Honda,CR-V,5000.00,4500.00,http://akimage.vinsolutions.com/trade/10000/3182.jpg?interpolation=progressive-bilinear&resize=640px:*
396251,2004,Honda,CR-V,5000.00,4500.00,http://akimage.vinsolutions.com/trade/10000/3183.jpg?interpolation=progressive-bilinear&resize=640px:*
396251,2004,Honda,CR-V,5000.00,4500.00,http://akimage.vinsolutions.com/trade/10000/3184.jpg?interpolation=progressive-bilinear&resize=640px:*
396251,2004,Honda,CR-V,5000.00,4500.00,http://akimage.vinsolutions.com/trade/10000/3185.jpg?interpolation=progressive-bilinear&resize=640px:*
396251,2004,Honda,CR-V,5000.00,4500.00,http://akimage.vinsolutions.com/trade/10000/3186.jpg?interpolation=progressive-bilinear&resize=640px:*
396251,2004,Honda,CR-V,5000.00,4500.00,http://akimage.vinsolutions.com/trade/10000/3187.jpg?interpolation=progressive-bilinear&resize=640px:*
396251,2004,Honda,CR-V,5000.00,4500.00,http://akimage.vinsolutions.com/trade/10000/3188.jpg?interpolation=progressive-bilinear&resize=640px:*
401526,2006,Chevrolet,Silverado 3500 Chassis,8500.00,8500.00,http://akimage.vinsolutions.com/trade/10000/3216.jpg?interpolation=progressive-bilinear&resize=640px:*
401526,2006,Chevrolet,Silverado 3500 Chassis,8500.00,8500.00,http://akimage.vinsolutions.com/trade/10000/3217.jpg?interpolation=progressive-bilinear&resize=640px:*
401526,2006,Chevrolet,Silverado 3500 Chassis,8500.00,8500.00,http://akimage.vinsolutions.com/trade/10000/3218.jpg?interpolation=progressive-bilinear&resize=640px:*
401526,2006,Chevrolet,Silverado 3500 Chassis,8500.00,8500.00,http://akimage.vinsolutions.com/trade/10000/3219.jpg?interpolation=progressive-bilinear&resize=640px:*
401526,2006,Chevrolet,Silverado 3500 Chassis,8500.00,8500.00,http://akimage.vinsolutions.com/trade/10000/3220.jpg?interpolation=progressive-bilinear&resize=640px:*
401526,2006,Chevrolet,Silverado 3500 Chassis,8500.00,8500.00,http://akimage.vinsolutions.com/trade/10000/3221.jpg?interpolation=progressive-bilinear&resize=640px:*
401526,2006,Chevrolet,Silverado 3500 Chassis,8500.00,8500.00,http://akimage.vinsolutions.com/trade/10000/3222.jpg?interpolation=progressive-bilinear&resize=640px:*
401526,2006,Chevrolet,Silverado 3500 Chassis,8500.00,8500.00,http://akimage.vinsolutions.com/trade/10000/3223.jpg?interpolation=progressive-bilinear&resize=640px:*
405217,2004,GMC,Sierra 3500 Chassis,14000.00,14000.00,http://akimage.vinsolutions.com/trade/10000/3232.jpg?interpolation=progressive-bilinear&resize=640px:*
405217,2004,GMC,Sierra 3500 Chassis,14000.00,14000.00,http://akimage.vinsolutions.com/trade/10000/3233.jpg?interpolation=progressive-bilinear&resize=640px:*
405217,2004,GMC,Sierra 3500 Chassis,14000.00,14000.00,http://akimage.vinsolutions.com/trade/10000/3234.jpg?interpolation=progressive-bilinear&resize=640px:*
405217,2004,GMC,Sierra 3500 Chassis,14000.00,14000.00,http://akimage.vinsolutions.com/trade/10000/3252.jpg?interpolation=progressive-bilinear&resize=640px:*
405217,2004,GMC,Sierra 3500 Chassis,14000.00,14000.00,http://akimage.vinsolutions.com/trade/10000/3253.jpg?interpolation=progressive-bilinear&resize=640px:*
405217,2004,GMC,Sierra 3500 Chassis,14000.00,14000.00,http://akimage.vinsolutions.com/trade/10000/3254.jpg?interpolation=progressive-bilinear&resize=640px:*
405217,2004,GMC,Sierra 3500 Chassis,14000.00,14000.00,http://akimage.vinsolutions.com/trade/10000/3255.jpg?interpolation=progressive-bilinear&resize=640px:*
438765,2008,Honda,CR-V,18000.00,18000.00,http://akimage.vinsolutions.com/trade/10000/3413.jpg?interpolation=progressive-bilinear&resize=640px:*
438765,2008,Honda,CR-V,18000.00,18000.00,http://akimage.vinsolutions.com/trade/10000/3414.jpg?interpolation=progressive-bilinear&resize=640px:*
438765,2008,Honda,CR-V,18000.00,18000.00,http://akimage.vinsolutions.com/trade/10000/3415.jpg?interpolation=progressive-bilinear&resize=640px:*
438765,2008,Honda,CR-V,18000.00,18000.00,http://akimage.vinsolutions.com/trade/10000/3416.jpg?interpolation=progressive-bilinear&resize=640px:*
438765,2008,Honda,CR-V,18000.00,18000.00,http://akimage.vinsolutions.com/trade/10000/3417.jpg?interpolation=progressive-bilinear&resize=640px:*
438765,2008,Honda,CR-V,18000.00,18000.00,http://akimage.vinsolutions.com/trade/10000/3418.jpg?interpolation=progressive-bilinear&resize=640px:*
438765,2008,Honda,CR-V,18000.00,18000.00,http://akimage.vinsolutions.com/trade/10000/3419.jpg?interpolation=progressive-bilinear&resize=640px:*
438765,2008,Honda,CR-V,18000.00,18000.00,http://akimage.vinsolutions.com/trade/10000/3420.jpg?interpolation=progressive-bilinear&resize=640px:*
438765,2008,Honda,CR-V,18000.00,18000.00,http://akimage.vinsolutions.com/trade/10000/3421.jpg?interpolation=progressive-bilinear&resize=640px:*
438765,2008,Honda,CR-V,18000.00,18000.00,http://akimage.vinsolutions.com/trade/10000/3422.jpg?interpolation=progressive-bilinear&resize=640px:*
438765,2008,Honda,CR-V,18000.00,18000.00,http://akimage.vinsolutions.com/trade/10000/3423.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3424.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3425.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3426.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3427.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3428.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3429.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3430.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3431.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3432.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3433.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3434.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3435.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3436.jpg?interpolation=progressive-bilinear&resize=640px:*
438828,1999,Chevrolet,Silverado 1500,9000.00,10000.00,http://akimage.vinsolutions.com/trade/10000/3437.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3476.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3477.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3478.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3479.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3480.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3481.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3482.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3483.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3484.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3485.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3486.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3487.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3488.jpg?interpolation=progressive-bilinear&resize=640px:*
440395,2008,Toyota,Avalon,15000.00,15000.00,http://akimage.vinsolutions.com/trade/10000/3489.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3490.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3491.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3492.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3493.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3494.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3495.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3496.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3497.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3498.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3499.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3500.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3501.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3502.jpg?interpolation=progressive-bilinear&resize=640px:*
440861,2010,Mercedes-Benz,C300,25000.00,25300.00,http://akimage.vinsolutions.com/trade/10000/3503.jpg?interpolation=progressive-bilinear&resize=640px:*
438661,2006,BMW,X5,17000.00,17000.00,http://akimage.vinsolutions.com/trade/10000/3508.jpg?interpolation=progressive-bilinear&resize=640px:*
438661,2006,BMW,X5,17000.00,17000.00,http://akimage.vinsolutions.com/trade/10000/3509.jpg?interpolation=progressive-bilinear&resize=640px:*
438661,2006,BMW,X5,17000.00,17000.00,http://akimage.vinsolutions.com/trade/10000/3510.jpg?interpolation=progressive-bilinear&resize=640px:*
438661,2006,BMW,X5,17000.00,17000.00,http://akimage.vinsolutions.com/trade/10000/3511.jpg?interpolation=progressive-bilinear&resize=640px:*
438661,2006,BMW,X5,17000.00,17000.00,http://akimage.vinsolutions.com/trade/10000/3512.jpg?interpolation=progressive-bilinear&resize=640px:*
